subject,sender,body,category
Special Pricing for Bulk Orders,kjartanlegend@gmail.com,"I am grateful for the resources you provide and would like to inquire about something. Can you confirm the availability of the reflective sign I ordered? It's been a while since I placed my order, and I'm concerned about the status. Please let me know if there are any issues with my reflective sign order. I trust your organization to provide the support I need and thank you in advance.",Web Shop Order
Ný Pöntun í netverslun,adhd@adhd.is,"Pöntunarnúmer: ADHD-ON-002675

Dagsetning: 2024-06-19
Greiðsluform: Borgun: XXXX XXXX XXXX 00XX
Sendingar: Sótt á skrifstofu ADHD (IS)

Heimilisfang greiðanda:
Name Lastname
xxx@gmail.com
Street 44
221 Hafnarfjörður
IS
Phone
Kt: Social ID

Heimilisfang viðtakanda:
Sama og heimilisfang greiðanda

Vörur:
Hvað get ég gert við of miklar ÁHYGGJUR? (1010) - 1 x 3.800 kr.

Samtals vörur: 3.800 kr.
Samtals sending með VSK: 0 kr.
Samtals VSK: 377 kr.
Samtals verð með VSK: 3.800 kr.

In attachment: ADHD-ON-002675-1718818163_is.pdf

PDF containing the same order confirmation info",Web Shop Order
Fyrirspurn varðandi framboð korta veski,olgapioneer@gmail.com,Þakka þér fyrir mikilvæga hlutverkið sem þú gegnir við að styðja þá sem eru í neyð. Ég er að velta fyrir mér hvort skartgripakaupin mín hafi verið afgreidd ennþá? Það virðist sem það hafi orðið seinkun á skartgripapöntuninni minni. Gætirðu vinsamlegast látið mig vita af afhendingardegi fyrir skartgripina mína? Ég bíð eftir svari þínu og þakka athygli þína á þessu máli.,Web Shop Order
Automated Notification: Preschool and ADHD Course Enrollment,noreply@virk.is,"I am reaching out to you regarding an issue I'm facing. Congratulations! You have successfully registered for the 'Understanding ADHD' webinar. You will learn about the causes, symptoms, and management strategies of ADHD in this informative webinar. Please find the registration information for the webinar participant below: Your assistance would mean a great deal to me.",Course Confirmation
Beiðni um frekari upplýsingar um ADHD-tengd forrit,thorquest@yahoo.com,Mig langaði til að þakka einlægum þakkir fyrir tíma þinn og yfirvegun fyrir þessu máli. Hvernig fæ ég lyfseðil fyrir ADHD lyfjum? Ég er að upplifa nokkrar áskoranir með lyfseðilsskyldum aðferðum og myndi meta alla aðstoð. Ég væri þakklátur fyrir allar innsýn sem þú gætir boðið sem gæti auðveldað lyfseðilsferlið. Ég treysti fyrirtækinu þínu til að veita þann stuðning sem ég þarf og þakka þér fyrirfram.,Information Request
Sendingaruppfærsla fyrir skartgripapöntun,ragnarsky@yahoo.com,"Hæ, ég vildi kíkja inn um eitthvað fljótt. Gætirðu staðfest hvort afsláttarkóðinn gildir fyrir pöntunina mína? Geturðu hjálpað mér að leysa afsláttarkóðann? Vinsamlegast aðstoðaðu mig við að beita afsláttarkóðanum rétt. Ég er fús til að fá svar þitt og leiðbeiningar.",Web Shop Order
Innritun þín í haltu áfram! ADHD og fjárhagsnámskeið er staðfest,noreply@virk.is,Ég er þakklátur fyrir þau úrræði sem þú veitir og langar til að spyrjast fyrir um eitthvað. Staðfest er skráning þín á 'Family Traine fyrir 13-18 ára unglinga með ADHD' námskeið. Þetta námskeið býður upp á nauðsynlega þjálfun fyrir fjölskyldur sem styðja unglinga á aldrinum 13-18 ára með ADHD. Hér að neðan eru smáatriðin um manneskjuna sem skráði sig á námskeiðið: Ég met þekkingu þína og hlakka til innsýn þinnar.,Course Confirmation
Looking for Support in Finding ADHD Counselors or Therapists,ragnarsky@yahoo.com,Hello. What kind of accommodations can I get for my ADHD? I’m unsure about what rights I have regarding accommodations under relevant laws. Thanks for any help you can give me with this accommodations stuff. I would be grateful for any assistance you can provide.,Information Request
Sérstakur afsláttur af leikfangapöntunum,lauraspirit@yahoo.com,Stuðningur þinn við fólk eins og mig er sannarlega ómetanlegur. Ég er í vandræðum með að vinna úr greiðslunni fyrir nýleg kaup mín. Það var mál með greiðslu mína og ég þarf aðstoð. Gætirðu hjálpað mér að leysa greiðslumálið eins fljótt og auðið er? Vinsamlegast láttu mig vita ef það eru fleiri skref sem ég ætti að taka.,Web Shop Order
Need Help with ADHD Financial Aid Options,bennymartin95@gmail.com,"Hey, I was wondering if you have any info on financial aid options for people with ADHD. I'm finding it tough to cover therapy and medication costs while I'm studying. Any advice or support would be great.",Information Request
Að skilja ADHD Webinar skráningu Árangursrík - Sjálfvirk staðfesting,noreply@virk.is,Ég hef heyrt frábæra hluti um vinnu þína og vildi tengjast. Til hamingju! Þú hefur verið skráður í námskeiðið „Skólaumhverfið og ADHD“. Á þessu námskeiði munum við ræða hvernig skólar geta betur komið til móts við nemendur með ADHD og bætt menntunarreynslu sína. Eftirfarandi eru smáatriði þess sem skráði sig á námskeiðið: Vinsamlegast láttu mig vita ef þú þarft frekari upplýsingar.,Course Confirmation
Innritun þín í ADHD og ég - Stelpur 10-12 ára námskeið er staðfest,noreply@virk.is,Ég er að ná til þín varðandi mál sem ég er að standa frammi fyrir. Við erum ánægð með að staðfesta skráningu þína á námskeiðið „skólaumhverfið og ADHD“. Þetta námskeið fjallar um hvernig skólaumhverfið getur haft áhrif á börn með ADHD og aðferðir til að skapa stuðnings námsrými. Hér að neðan eru persónulegar upplýsingar sem tengjast skráningu námskeiðsins: Sérhver hjálp sem þú getur veitt væri mjög vel þegið.,Course Confirmation
Sjálfvirk tilkynning: Fjölskylduþjálfun fyrir 13-18 ára unglinga með ADHD námskeið,noreply@virk.is,"Ég er að skrifa til að leita aðstoðar við mál sem er mikilvægt fyrir mig. Skráning þín á 'Haltu áfram! Námskeið ADHD og fjárhag hefur verið afgreitt með góðum árangri. Þetta námskeið býður upp á ráðgjöf um hvernig eigi að vera skipulögð með fjárhag, með hliðsjón af einstökum áskorunum ADHD. Vinsamlegast finndu skráningarupplýsingar fyrir þátttakandann hér að neðan: Ég er vongóður um jákvæða upplausn og aðstoð þína.",Course Confirmation
Endurgreiðslubeiðni um greiðsluvandamál,karinvibes@outlook.com,Þakka þér fyrir mikilvæga hlutverkið sem þú gegnir við að styðja þá sem eru í neyð. Gætirðu veitt mér uppfærslu á núverandi stöðu pöntunarinnar? Er seinkun á vinnslu pöntunarinnar? Ég myndi meta það ef þú gætir gefið mér skýra uppfærslu á pöntunarstöðu minni. Ég treysti fyrirtækinu þínu til að veita þann stuðning sem ég þarf og þakka þér fyrirfram.,Web Shop Order
Expressing Thanks for the Help and Support You Offer for ADHD,thorhammer@outlook.com,I wanted to quickly reach out with a question regarding your services. I would love to volunteer my time and support your cause by helping with various tasks. Could you provide me with more details on the volunteer roles available within your organization? I appreciate your time and consideration in reviewing my interest in volunteering. Thanks a bunch!,Information Request
Að biðja um brýnan stuðning við geðheilbrigði vegna ADHD,johnny95@yahoo.com,Ég er að ná til að læra meira um þjónustu þína og hvernig þær gætu hjálpað mér. Ég myndi elska að bjóða mig fram og styðja málstað þinn með því að hjálpa við ýmis verkefni. Ég er fús til að leggja mitt af mörkum og myndi meta frekari upplýsingar um hvernig ég get byrjað. Ég þakka tíma þinn og yfirvegun að fara yfir áhuga minn á sjálfboðaliðastarfi. Takk aftur fyrir hjálpina.,Information Request
Automated Notification: Parental Training for Children 6-12 with ADHD Course Enrollment,noreply@virk.is,I wanted to take a moment to express my gratitude for your work. Congratulations! Your registration for the 'Family Training Course for 13-18 Year Old Teenagers with ADHD' has been processed successfully. This course provides essential training for families supporting teenagers aged 13-18 with ADHD. The following are the personal details of the course participant: Looking forward to your reply!,Course Confirmation
Sendingarstaða fyrir framboðspöntun skóla,carlventure@yahoo.com,Ég vona að þér líði vel. Mig langar til að spyrjast fyrir um stöðu stuttermabolinn minn. Ég hef ekki fengið neinar upplýsingar um rekja fyrir stuttermabolinn minn. Ég myndi meta mjög allar uppfærslur á stuttermabolnum mínum. Leiðbeiningar þínar um þetta mál væru ótrúlega gagnlegar.,Web Shop Order
Inquiring About Custom Bulk Orders,renatalightning@outlook.com,I wanted to quickly reach out with a question regarding your services. Can you tell me if my card wallet order has been processed? I was expecting my card wallet to be delivered by now. Could you kindly provide tracking details for my order? I appreciate your attention to my request and await your reply.,Web Shop Order
Viðbrögð við kaupum á framboði skólans,frejahope@yahoo.com,Ég er að skrifa til að leita aðstoðar við mál sem er mikilvægt fyrir mig. Geturðu uppfært mig um stöðu nýlegrar pöntunar minnar? Er seinkun á vinnslu pöntunarinnar? Ég myndi meta það ef þú gætir gefið mér skýra uppfærslu á pöntunarstöðu minni. Ég myndi meta hjálp þína mjög í þessu máli.,Web Shop Order
Fyrirspurnir um lágmarkskostnaðar ADHD lyfjaáætlanir,hildurvibes@gmail.com,Mig langaði til að þakka einlægum þakkir fyrir tíma þinn og yfirvegun fyrir þessu máli. Ég er að leita að staðbundnum ADHD stuðningshópum. Mér finnst að það gæti verið gagnlegt að tengjast öðrum sem standa frammi fyrir svipuðum áskorunum. Ég þakka aðstoð þína við að beina mér í átt að viðeigandi jafningjaaðstoð. Ég met þekkingu þína og hlakka til innsýn þinnar.,Information Request
Seeking Ways to Contribute My Professional Background to ADHD Causes,reykjavikgal@gmail.com,I appreciate your efforts to help individuals like me. I'm looking for financial aid to help with ADHD-related costs. I am looking for advice on how to apply for assistance tailored to ADHD. I hope you can provide guidance on available funding opportunities. Any help you can provide would be deeply appreciated.,Information Request
